new,starter,30,12,1,6,0.8000,621.8,676.0,348.79,3.8,720.0
old,starter,30,12,1,6,0.8000,446.6,450.0,261.21,5.2,720.0
new,heuristic,30,12,1,6,0.8000,384.8,441.0,346.15,0.0,720.0
